class,SwissArmyKnife,FunctionalDecomposition,SpeculativeGenerality,RefusedParentBequest,MessageChains,ComplexClass,LongParameterList,Blob,SpaghettiCode,LargeClass,BaseClassKnowsDerivedClass,LazyClass,AntiSingleton,LongMethod,ManyFieldAttributesButNotComplex,TraditionBreaker,BaseClassShouldBeAbstract,ClassDataShouldBePrivate
org.apache.el.stream.TestCollectionOperations,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.ContainerBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SecureNioChannel,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SocketWrapperBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.JspDocumentParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.openssl.openssl_h,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
org.apache.tomcat.util.net.SocketWrapperBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.AbstractProcessor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.BaseGenericObjectPool,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.TestApplicationContextGetRequestDispatcher,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.TestAddCharSetFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.SingleSignOn,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.util.DOMWriter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.rewrite.QuotedStringTokenizer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.AccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.session.StandardManager,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2AsyncParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.file.Matcher,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.descriptor.web.TestWebXmlOrdering,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.authenticator.TestNonLoginAndBasicAuthenticator,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.RealmBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.datasources.InstanceKeyDataSource,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.loader.WebappLoader,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.util.XMLWriter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.group.GroupChannel,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.startup.TestHostConfigAutomaticDeployment,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.StandardRoot,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.TestResourceBundleELResolver,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.filters.ChunkedInputFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.AbstractAccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.connector.TestRequest,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.group.interceptors.TcpFailureDetector,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.Http11OutputBuffer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.HpackDecoder,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.parser.HttpParser,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.TestCookies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.membership.McastService,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.AprLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.jasper.compiler.PageInfo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardHostValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.HpackEncoder,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.nonblocking.TestNonBlockingAPI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.tipis.AbstractReplicatedMap,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.rewrite.Substitution,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.HostConfig,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.ExtendedAccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.lang.TestELSupport,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.test.DefaultTestCase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.JDTCompiler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.Tomcat,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.NioEndpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.io.XByteBuffer,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.modeler.Registry,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.PageContextImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.session.StandardSession,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.ConnectionPool,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.DefaultInstanceManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.Http2Protocol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.filters.TestRestCsrfPreventionFilter2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.PageContextImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.naming.factory.webservices.ServiceRefFactory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.AccessLogValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.valves.rewrite.RewriteCond,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
org.apache.coyote.http2.HPackHuffman,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.buf.CharChunk,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.group.interceptors.MessageDispatchInterceptor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.GenericObjectPool,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ha.session.DeltaSession,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.SmapUtil,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.ELParser,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.servlets.WebdavServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.ajp.Constants,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.JspCompilationContext,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.buf.MessageBytes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.http.fileupload.FileUtils,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.group.interceptors.EncryptInterceptor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.AstValue,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.TestMapELResolver,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.Token,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.catalina.core.StandardService,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.ImportHandler,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.PoolImplUtils,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.http.fileupload.disk.DiskFileItem,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.deploy.NamingResourcesImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.cpdsadapter.PooledConnectionImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.NioEndpoint,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIServletExternalResolver,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ssi.SSIMediator,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.util.TLSUtil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.json.JSONParserTokenManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
org.apache.tomcat.util.http.fileupload.MultipartStream,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLLifecycleListener,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
org.apache.catalina.realm.DataSourceRealm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.membership.McastServiceImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.BasicDataSource,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.mapper.MapperListener,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.JNDIRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.ssi.ExpressionParseTree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ha.session.JvmRouteBinderValve,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.juli.ClassLoaderLogManager,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.ExpiresFilter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.parser.TokenMgrError,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.TagLibraryInfoImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.WsFrameBase,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.SSLHostConfig,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.unittest.TesterServletContext,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.ConnectionPool,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http11.upgrade.UpgradeServletOutputStream,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.test.TestValidation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLContext,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.AbstractProcessor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardHost,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.startup.WebAnnotationSet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.manager.ManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardServer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.TestSSOnonLoginAndDigestAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.server.WsServerContainer,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.JspRuntimeLibrary,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.AbstractProtocol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.StandardThreadExecutor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.JspWriterImpl,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.AntCompiler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.pool2.impl.GenericObjectPool,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jakarta.servlet.http.HttpServlet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2TestBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.tomcat.util.descriptor.web.SecurityConstraint,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.ciphers.OpenSSLCipherConfigurationParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http11.TestHttp11Processor,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.RequestInfo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jakarta.servlet.jsp.tagext.TagVariableInfo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.TestRequestFilterValve,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.CachedResource,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.el.StaticFieldELResolver,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.servlet.jsp.TesterPageContext,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.WsSession,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.filters.CorsFilter,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.PerMessageDeflate,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.Http2AsyncParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.util.UniqueAttributesImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialBase,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.ImplicitTagLibraryInfo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.manager.StatusTransformer,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jni.SSLContext,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.TestHttp2Limits,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.websocket.DefaultClientEndpointConfig,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.JspDocumentParser,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.TestWsWebSocketContainerGetOpenSessions,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.servlets.WebdavServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.el.parser.TokenMgrError,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.RealmBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.scan.StandardJarScanner,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.webresources.JarWarResource,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIConditional,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerBase,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.servlet.jsp.tagext.TagAttributeInfo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.util.ExecutorFactory,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.DefaultErrorHandler,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.modeler.ManagedBean,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.nonblocking.TestNonBlockingAPI,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.coyote.http2.Http2AsyncUpgradeHandler,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSISet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.TestJNDIRealmIntegration,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.catalina.realm.CombinedRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.TesterWebResourceRoot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.membership.McastServiceImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ant.jmx.JMXAccessorTask,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.cpdsadapter.PooledConnectionImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.runtime.JspFactoryImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLContext,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.TagFileProcessor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.el.ValueExpressionImpl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.JNDIRealm,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.el.JasperELResolver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.net.Nio2Channel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.compiler.JasperTagInfo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.el.Util,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.AbstractSingleArchiveResource,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.MessagePart,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.DelegatingDatabaseMetaData,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.PStmtKey,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
jakarta.servlet.jsp.PageContext,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.el.CompositeELResolver,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.manager.HTMLManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
websocket.drawboard.DrawMessage,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.QueryTimeoutInterceptor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.AsyncChannelWrapperSecure,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.group.RpcChannel,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerWholeText,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.JspCompilationContext,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2UpgradeHandler,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.storeconfig.StoreAppender,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.realm.TestSecretKeyCredentialHandler,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.AbstractArchiveResource,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.core.TestApplicationContextGetRequestDispatcherB,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.TestDigestAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.util.Arrays,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
jakarta.servlet.jsp.tagext.TagInfo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.dbcp.dbcp2.datasources.CPDSConnectionFactory,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.StatementCache,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.authenticator.TestFormAuthenticator,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.util.net.openssl.panama.OpenSSLEngine,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerWholeBinary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.io.XByteBuffer,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.SlowQueryReportJmx,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
org.apache.jasper.compiler.TagLibraryInfoImpl,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.http.fileupload.disk.DiskFileItem,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.valves.TestCrawlerSessionManagerValve,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.ApplicationDispatcher,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.ssi.SSIFlastmod,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.realm.LockOutRealm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.modeler.modules.MbeansDescriptorsIntrospectionSource,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.loader.WebappClassLoaderBase,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.tipis.AbstractReplicatedMap,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.websocket.pojo.PojoMessageHandlerWholePong,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.jasper.tagplugins.jstl.core.Out,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.runtime.JspContextWrapper,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.StatementCounterInterceptor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.manager.ManagerServlet,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.core.TestApplicationContextGetRequestDispatcher,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.interceptor.StatementFinalizer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.util.CustomObjectInputStream,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.tribes.test.transport.SocketValidateReceive,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
org.apache.tomcat.websocket.WsRemoteEndpointImplBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.catalina.tribes.tipis.ReplicatedMap,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.ErrorDispatcher,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.tomcat.jdbc.pool.StatementFacade,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat.util.threads.ThreadPoolExecutor,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.jasper.compiler.JavacErrorDetail,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
org.apache.catalina.webresources.JarWarResourceSet,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
org.apache.coyote.http2.Http2TestBase,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
org.apache.el.parser.ELParserTokenManager,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
